P_left,P_right,P_med,L_med,n,base_bin_count,bin_width,min_bin_samples,region,bin_source,sigma_local,sigma_sample_n,var_local,line,line_name,scheme,power_col_for_prediction,power_threshold_axis,power_switch_threshold,fan_threshold_b,interp_order
250.0,260.0,255.47163500000002,8.167999750000007,2772,1,10.0,20,high,high_fit_bins,2.6293964255577253,2772,6.913725562735743,BING,丙（BING）,B,FAN_eff,FAN_eff,10.0,10.0,45
260.0,270.0,265.30174,8.662105000000025,4548,1,10.0,20,high,high_fit_bins,2.1310272140908246,4548,4.541276987195701,BING,丙（BING）,B,FAN_eff,FAN_eff,10.0,10.0,46
270.0,280.0,275.25261,9.17434000000003,4421,1,10.0,20,high,high_fit_bins,1.9652132015196888,4421,3.862062927427265,BING,丙（BING）,B,FAN_eff,FAN_eff,10.0,10.0,47
280.0,290.0,284.98184,9.459564999999998,2936,1,10.0,20,high,high_fit_bins,1.9150038321120344,2936,3.667239677003777,BING,丙（BING）,B,FAN_eff,FAN_eff,10.0,10.0,48
290.0,300.0,293.3723598,9.882014999999996,3058,1,10.0,20,high,high_fit_bins,1.3365060020942678,3058,1.7862482936340032,BING,丙（BING）,B,FAN_eff,FAN_eff,10.0,10.0,49
300.0,310.0,304.30918999999994,10.717555000000033,614,1,10.0,20,high,high_fit_bins,1.0617749808815373,614,1.1273661100259889,BING,丙（BING）,B,FAN_eff,FAN_eff,10.0,10.0,50
0.0,10.0,4.258622,2.41334157,23647,1,10.0,20,high,high_fit_bins,0.5050299048468285,23647,0.2550552047895967,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,1
10.0,20.0,14.878289,2.1433685000000002,17652,1,10.0,20,high,high_fit_bins,0.5187354858131357,17652,0.26908650424178987,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,2
20.0,30.0,24.864037500000002,2.0484780000000065,15924,1,10.0,20,high,high_fit_bins,0.7691984185905351,15924,0.59166620716218,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,3
30.0,40.0,34.996528999999995,1.9807659999999956,14770,1,10.0,20,high,high_fit_bins,0.8113660458112375,14770,0.6583148602953631,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,4
40.0,50.0,44.6232605,1.9307049999999961,13596,1,10.0,20,high,high_fit_bins,0.8052329135647089,13596,0.64840004508791,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,5
50.0,60.0,54.793275,1.9169630000000133,10708,1,10.0,20,high,high_fit_bins,0.8954360664616114,10708,0.8018057491202434,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,6
60.0,70.0,64.650465,1.912400500000004,8976,1,10.0,20,high,high_fit_bins,1.0436764079534542,8976,1.089260444518625,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,7
70.0,80.0,74.897695,1.96456349999999,7822,1,10.0,20,high,high_fit_bins,1.0685106272673026,7822,1.1417149605831645,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,8
80.0,90.0,84.893776,2.097824000000017,7011,1,10.0,20,high,high_fit_bins,1.2897721479528192,7011,1.6635121936348292,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,9
90.0,100.0,94.78181,2.1579020000000213,6206,1,10.0,20,high,high_fit_bins,1.3549251277647043,6206,1.8358221018482004,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,10
100.0,110.0,104.94423,2.306671499999993,5726,1,10.0,20,high,high_fit_bins,1.4656473333641866,5726,2.148122105797551,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,11
110.0,120.0,114.83831,2.443779999999961,5099,1,10.0,20,high,high_fit_bins,1.591723345102306,5099,2.533583207343675,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,12
120.0,130.0,124.90497300000001,2.671531499999986,4540,1,10.0,20,high,high_fit_bins,1.808847431244248,4540,3.2719290295189145,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,13
130.0,140.0,134.78363000000002,2.9011155000000173,3866,1,10.0,20,high,high_fit_bins,2.020747049122579,3866,4.08341863653761,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,14
140.0,150.0,145.9872,2.575397000000038,4333,1,10.0,20,high,high_fit_bins,2.0162510075082825,4333,4.065268125278164,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,15
150.0,160.0,155.106335,3.064664499999992,3320,1,10.0,20,high,high_fit_bins,2.3546191402987557,3320,5.544231295861252,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,16
160.0,170.0,164.870665,3.436587999999958,3020,1,10.0,20,high,high_fit_bins,2.4304672891565926,3020,5.907171243660196,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,17
170.0,180.0,174.98542,3.6957739999999717,2820,1,10.0,20,high,high_fit_bins,2.462089080518522,2820,6.06188264040854,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,18
180.0,190.0,184.84350999999998,3.5718685000000363,2840,1,10.0,20,high,high_fit_bins,2.543066733825828,2840,6.4671884126915655,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,19
190.0,200.0,194.988775,3.9176044999999533,2642,1,10.0,20,high,high_fit_bins,2.56981563402918,2642,6.603952392900797,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,20
200.0,210.0,205.0929,4.005295999999987,2843,1,10.0,20,high,high_fit_bins,2.4958712813336477,2843,6.2293734529860645,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,21
210.0,220.0,215.12859,4.507901500000031,2936,1,10.0,20,high,high_fit_bins,2.4090515300401347,2936,5.803529274388715,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,22
220.0,230.0,224.99982,4.328079999999915,2305,1,10.0,20,high,high_fit_bins,2.6650602935449155,2305,7.102546368229711,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,23
230.0,240.0,235.3059,4.741400999999996,2869,1,10.0,20,high,high_fit_bins,2.311575343200015,2869,5.343380567290267,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,24
240.0,250.0,244.92564499999997,5.4037169999999435,2810,1,10.0,20,high,high_fit_bins,2.0749828476335797,2810,4.305553817973559,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,25
250.0,260.0,254.12982,5.997186000000056,4021,1,10.0,20,high,high_fit_bins,1.7108823574059187,4021,2.9271184408828335,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,26
260.0,270.0,263.65936,6.026300000000049,2023,1,10.0,20,high,high_fit_bins,1.9624748991812022,2023,3.85130772991627,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,27
270.0,280.0,274.26535,5.5657580000000735,1727,1,10.0,20,high,high_fit_bins,1.5294536104565362,1727,2.3392283465385337,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,28
280.0,290.0,280.97818,5.440705999999864,797,1,10.0,20,high,high_fit_bins,0.6690591582110839,797,0.44764015718612415,DING,丁（DING）,A,CT_eff,CT_eff,,10.0,29
0.0,0.5,0.31410388499999997,2.6926604999999997,1220,1,0.5,20,low,low_lookup,0.5806342270645025,1221,0.33713610563879226,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,1
0.5,1.0,0.8075055,2.6161921,2019,1,0.5,20,low,low_lookup,0.4001218192555177,2019,0.16009747024434517,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,2
1.0,1.5,1.1697142,2.6786185000000007,981,1,0.5,20,low,low_lookup,0.41416571324029755,981,0.17153323802384438,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,3
1.5,2.0,1.7429679,2.4861020000000003,1584,1,0.5,20,low,low_lookup,0.5565369613513241,1585,0.30973338935016526,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,4
2.0,2.5,2.2639465,2.4789500999999996,1473,1,0.5,20,low,low_lookup,0.41592534410653864,1473,0.17299389187014258,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,5
2.5,3.0,2.746328,2.4481237,1445,1,0.5,20,low,low_lookup,0.5490000101649003,1446,0.3014010111610606,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,6
3.0,3.5,3.24814,2.420237000000001,1319,1,0.5,20,low,low_lookup,0.7650967865844696,1322,0.5853730928418813,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,7
3.5,4.0,3.758113,2.418026,1167,1,0.5,20,low,low_lookup,0.42370268687410717,1167,0.17952396686433772,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,8
4.0,4.5,4.2502666,2.3886787,1191,1,0.5,20,low,low_lookup,0.46720458660194314,1191,0.2182801257418926,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,9
4.5,5.0,4.748064149999999,2.3864539999999996,1158,1,0.5,20,low,low_lookup,0.46442580738633615,1158,0.2156913305664502,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,10
5.0,5.5,5.2501973500000005,2.382091,1060,1,0.5,20,low,low_lookup,0.4628612122198052,1060,0.21424050177758755,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,11
5.5,6.0,5.7650299,2.36133335,1028,1,0.5,20,low,low_lookup,0.48039619244337534,1029,0.2307805017140925,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,12
6.0,6.5,6.24967485,2.348908500000002,1068,1,0.5,20,low,low_lookup,0.47998825772404385,1071,0.23038872755296314,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,13
6.5,7.0,6.7406273,2.3109095999999996,1049,1,0.5,20,low,low_lookup,0.4309060401236176,1073,0.18568001541501675,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,14
7.0,7.5,7.22502285,2.2379241499999996,884,1,0.5,20,low,low_lookup,0.47653688382932463,1018,0.22708740164976324,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,15
7.5,8.0,7.6799029999999995,2.0141533499999964,476,1,0.5,20,low,low_lookup,0.5086906713561411,981,0.25876619912476156,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,16
8.0,8.5,8.137353,1.4430289999999992,111,1,0.5,20,low,low_lookup,0.48569789483306297,1025,0.2359024450452691,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,17
8.5,10.0,8.806304,0.888897,43,3,0.5,20,low,low_lookup,0.7135935704379865,2827,0.5092157837704336,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,18
0.0,10.0,8.8120495,2.3205314999999995,4384,1,10.0,20,high,high_fit_bins,0.5683282917143705,23647,0.3229970471629746,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,19
10.0,20.0,14.878289,2.1433685000000002,17652,1,10.0,20,high,high_fit_bins,0.5189223301400013,17652,0.26928038471792853,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,20
20.0,30.0,24.864037500000002,2.0484780000000065,15924,1,10.0,20,high,high_fit_bins,0.7691984185905351,15924,0.59166620716218,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,21
30.0,40.0,34.996528999999995,1.9807659999999956,14770,1,10.0,20,high,high_fit_bins,0.8113660458112375,14770,0.6583148602953631,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,22
40.0,50.0,44.6232605,1.9307049999999961,13596,1,10.0,20,high,high_fit_bins,0.8052329135647089,13596,0.64840004508791,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,23
50.0,60.0,54.793275,1.9169630000000133,10708,1,10.0,20,high,high_fit_bins,0.8954360664616114,10708,0.8018057491202434,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,24
60.0,70.0,64.650465,1.912400500000004,8976,1,10.0,20,high,high_fit_bins,1.0436764079534542,8976,1.089260444518625,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,25
70.0,80.0,74.897695,1.96456349999999,7822,1,10.0,20,high,high_fit_bins,1.0685106272673026,7822,1.1417149605831645,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,26
80.0,90.0,84.893776,2.097824000000017,7011,1,10.0,20,high,high_fit_bins,1.2897721479528192,7011,1.6635121936348292,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,27
90.0,100.0,94.78181,2.1579020000000213,6206,1,10.0,20,high,high_fit_bins,1.3549251277647043,6206,1.8358221018482004,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,28
100.0,110.0,104.94423,2.306671499999993,5726,1,10.0,20,high,high_fit_bins,1.4656473333641866,5726,2.148122105797551,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,29
110.0,120.0,114.83831,2.443779999999961,5099,1,10.0,20,high,high_fit_bins,1.591723345102306,5099,2.533583207343675,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,30
120.0,130.0,124.90497300000001,2.671531499999986,4540,1,10.0,20,high,high_fit_bins,1.808847431244248,4540,3.2719290295189145,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,31
130.0,140.0,134.78363000000002,2.9011155000000173,3866,1,10.0,20,high,high_fit_bins,2.020747049122579,3866,4.08341863653761,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,32
140.0,150.0,145.9872,2.575397000000038,4333,1,10.0,20,high,high_fit_bins,2.0162510075082825,4333,4.065268125278164,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,33
150.0,160.0,155.106335,3.064664499999992,3320,1,10.0,20,high,high_fit_bins,2.3546191402987557,3320,5.544231295861252,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,34
160.0,170.0,164.870665,3.436587999999958,3020,1,10.0,20,high,high_fit_bins,2.4304672891565926,3020,5.907171243660196,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,35
170.0,180.0,174.98542,3.6957739999999717,2820,1,10.0,20,high,high_fit_bins,2.462089080518522,2820,6.06188264040854,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,36
180.0,190.0,184.84350999999998,3.5718685000000363,2840,1,10.0,20,high,high_fit_bins,2.543066733825828,2840,6.4671884126915655,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,37
190.0,200.0,194.988775,3.9176044999999533,2642,1,10.0,20,high,high_fit_bins,2.56981563402918,2642,6.603952392900797,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,38
200.0,210.0,205.0929,4.005295999999987,2843,1,10.0,20,high,high_fit_bins,2.4958712813336477,2843,6.2293734529860645,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,39
210.0,220.0,215.12859,4.507901500000031,2936,1,10.0,20,high,high_fit_bins,2.4090515300401347,2936,5.803529274388715,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,40
220.0,230.0,224.99982,4.328079999999915,2305,1,10.0,20,high,high_fit_bins,2.6650602935449155,2305,7.102546368229711,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,41
230.0,240.0,235.3059,4.741400999999996,2869,1,10.0,20,high,high_fit_bins,2.311575343200015,2869,5.343380567290267,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,42
240.0,250.0,244.92564499999997,5.4037169999999435,2810,1,10.0,20,high,high_fit_bins,2.0749828476335797,2810,4.305553817973559,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,43
250.0,260.0,254.12982,5.997186000000056,4021,1,10.0,20,high,high_fit_bins,1.7108823574059187,4021,2.9271184408828335,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,44
260.0,270.0,263.65936,6.026300000000049,2023,1,10.0,20,high,high_fit_bins,1.9624748991812022,2023,3.85130772991627,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,45
270.0,280.0,274.26535,5.5657580000000735,1727,1,10.0,20,high,high_fit_bins,1.5294536104565362,1727,2.3392283465385337,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,46
280.0,290.0,280.97818,5.440705999999864,797,1,10.0,20,high,high_fit_bins,0.6690591582110839,797,0.44764015718612415,DING,丁（DING）,AP,CT_eff,CT_eff,10.0,10.0,47
0.0,0.5,0.002,0.002,28047,1,0.5,20,low,low_lookup,0.0004704025254634537,28047,2.212785359623952e-07,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,1
0.5,1.0,0.72321,0.72321,5377,1,0.5,20,low,low_lookup,2.5097230242306202e-05,5377,6.29870965835329e-10,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,2
1.0,1.5,1.243894,1.2437449999999999,4284,1,0.5,20,low,low_lookup,0.021049651664291017,4284,0.00044308783518798956,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,3
1.5,2.0,1.733454,1.72944,3289,1,0.5,20,low,low_lookup,0.06525191810450579,3289,0.00425781281631713,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,4
2.0,2.5,2.2380500000000003,2.21369,2557,1,0.5,20,low,low_lookup,0.13268903243357585,2557,0.017606379328158544,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,5
2.5,3.0,2.739463,2.6093485,2188,1,0.5,20,low,low_lookup,0.2952441093140794,2188,0.08716908408466408,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,6
3.0,3.5,3.2443964999999997,2.68333269,2018,1,0.5,20,low,low_lookup,0.45618628011424583,2018,0.20810592216447316,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,7
3.5,4.0,3.7458449999999996,2.7106258000000008,1790,1,0.5,20,low,low_lookup,0.49150988132885937,1790,0.24158196344390942,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,8
4.0,4.5,4.24932,2.5224709,1589,1,0.5,20,low,low_lookup,0.47038589763688016,1589,0.2212628926956535,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,9
4.5,5.0,4.745520000000001,2.4793883000000005,1559,1,0.5,20,low,low_lookup,0.449766428263464,1559,0.20228983999287373,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,10
5.0,5.5,5.247028499999999,2.4564978000000006,1474,1,0.5,20,low,low_lookup,0.42279802275955697,1474,0.17875816804939085,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,11
5.5,6.0,5.741917999999999,2.4330996000000003,1373,1,0.5,20,low,low_lookup,0.47525756540682,1373,0.2258697534764178,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,12
6.0,6.5,6.2537705,2.42607805,1264,1,0.5,20,low,low_lookup,0.4624293146189648,1264,0.21384087101896554,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,13
6.5,7.0,6.745749,2.3781494999999997,1176,1,0.5,20,low,low_lookup,0.4586678226333001,1176,0.21037617151917243,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,14
7.0,7.5,7.259010000000002,2.3957663999999985,1128,1,0.5,20,low,low_lookup,0.4752376732309635,1128,0.22585084605798003,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,15
7.5,8.0,7.750274000000001,2.404607600000002,1065,1,0.5,20,low,low_lookup,0.45069291008028184,1065,0.20312409919663302,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,16
8.0,8.5,8.252597000000002,2.3436432,1124,1,0.5,20,low,low_lookup,0.4776834765728244,1124,0.22818150379070007,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,17
8.5,9.0,8.747587,2.3263260000000017,1080,1,0.5,20,low,low_lookup,0.46586099854148216,1080,0.21702646996206684,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,18
9.0,9.5,9.245465,2.32179345,1142,1,0.5,20,low,low_lookup,0.4609004960435917,1142,0.21242926725322886,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,19
9.5,10.0,9.749925,2.3081814000000023,1037,1,0.5,20,low,low_lookup,0.48279898240489294,1037,0.23309485741120012,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,20
10.0,20.0,14.868289,2.1785815,18492,1,10.0,20,high,high_fit_bins,0.6856946808605197,18492,0.4701771953604099,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,21
20.0,30.0,24.8771305,2.0628765,16384,1,10.0,20,high,high_fit_bins,0.5793670439984818,16384,0.3356661716715388,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,22
30.0,40.0,34.9600415,1.9953000000000003,14958,1,10.0,20,high,high_fit_bins,0.678381670710137,14958,0.46020169115547677,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,23
40.0,50.0,44.797591,1.9371650000000002,14113,1,10.0,20,high,high_fit_bins,0.7756644786538701,14113,0.6016553834453802,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,24
50.0,60.0,54.73166699999999,1.9223899999999858,11115,1,10.0,20,high,high_fit_bins,0.9298447884538412,11115,0.8646113306147687,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,25
60.0,70.0,64.727881,1.91874099999999,9303,1,10.0,20,high,high_fit_bins,0.9609350453140648,9303,0.9233961613127438,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,26
70.0,80.0,74.98238850000003,1.9582134999999923,7940,1,10.0,20,high,high_fit_bins,1.124293437671649,7940,1.2640357339915338,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,27
80.0,90.0,84.88622450000003,2.0557304999999886,6956,1,10.0,20,high,high_fit_bins,1.3391693662240196,6956,1.7933745914328423,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,28
90.0,100.0,94.71053900000001,2.156317999999999,6372,1,10.0,20,high,high_fit_bins,1.3559548425145789,6372,1.8386135349387365,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,29
100.0,110.0,104.93840849999995,2.2584850000000003,5700,1,10.0,20,high,high_fit_bins,1.4073838136121415,5700,1.980729198817455,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,30
110.0,120.0,114.854023,2.3893850000000114,5244,1,10.0,20,high,high_fit_bins,1.6036649883463725,5244,2.571741394847971,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,31
120.0,130.0,124.987126,2.6356540000000024,4567,1,10.0,20,high,high_fit_bins,1.6633408723289635,4567,2.7667028575600776,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,32
130.0,140.0,134.82502899999997,2.8507479999999816,3979,1,10.0,20,high,high_fit_bins,1.8825461794216758,3979,3.543980117655148,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,33
140.0,150.0,145.376986,2.8327250000000106,3803,1,10.0,20,high,high_fit_bins,1.965348433894106,3803,3.8625944666100156,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,34
150.0,160.0,154.168618,2.751066000000037,3841,1,10.0,20,high,high_fit_bins,2.0526124052755783,3841,4.213217686291195,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,35
160.0,170.0,164.88829100000004,3.284464999999969,3066,1,10.0,20,high,high_fit_bins,2.2876854144362837,3066,5.233504555424511,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,36
170.0,180.0,174.93429899999998,3.5648309999999697,2833,1,10.0,20,high,high_fit_bins,2.398218004285691,2833,5.751449596080042,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,37
180.0,190.0,185.117772,3.659082000000012,2857,1,10.0,20,high,high_fit_bins,2.5843386009045886,2857,6.678806004125486,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,38
190.0,200.0,194.86974650000002,3.799322499999988,2550,1,10.0,20,high,high_fit_bins,2.6012060510454433,2550,6.76627291999543,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,39
200.0,210.0,205.13893,3.967925000000065,2767,1,10.0,20,high,high_fit_bins,2.4666124824235394,2767,6.0841771384476155,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,40
210.0,220.0,214.987733,4.147041999999956,2832,1,10.0,20,high,high_fit_bins,2.472020979366737,2832,6.110887722429283,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,41
220.0,230.0,224.847698,4.597104000000002,2642,1,10.0,20,high,high_fit_bins,2.395642478854997,2642,5.739102886494515,DING,丁（DING）,B,FAN_eff,FAN_eff,10.0,10.0,42
